year,office,program,program_name
2008,3228,3,"Promoción, Fomento, Restauración de la Salud y Saneamiento Ambiental"
2008,3229,1,Dirección y Administración Institucional
2008,3229,2,Servicios Integrales en Salud
2008,3229,3,"Promoción, Fomento, Restauración de la Salud y Sanemiento Ambiental"
2008,3230,1,Dirección y Administración Institucional
2008,3230,2,Servicios Integrales en Salud
2008,3230,3,"Promoción, Fomento, Restauración de la Salud  y Saneamiento  Ambiental"
2008,3231,1,Dirección y Administración Institucional
2008,3231,2,Vigilancia de los Servicios de Salud
2008,3232,1,Dirección y Administración Institucional
2008,3232,2,Servicios Integrales en Salud
2008,3233,1,Atención Integral al Anciano Indigente
2008,3234,1,Dirección y  Administración Institucional
2008,3234,2,Servicios de Primeros Auxilios de Salud
2008,3235,1,Dirección y Administración Institucional
2008,3235,2,Gestión de Programas Especiales e Integrales de Salud
2008,3300,1,Dirección y Administración Institucional
2008,3300,2,Servicios Laborales
2008,3300,3,Apoyo a Instituciones Adscritas y Otras Entidades
2008,3300,4,Infraestructura Física
2008,3301,1,Fortalecimiento Cooperativo
2008,3302,1,Dirección y Administración Institucional
2008,3302,2,Formación Profesional
2008,3302,3,Investigación y Estudios
2008,3302,4,Información y Comunicación Institucional
2008,3302,5,Evaluación y Control
2008,3303,1,Dirección y Administración Institucional
2008,3303,2,Coordinación y Administración Región Occidental
2008,3303,3,Coordinación y Administración Región Oriental
2008,3303,4,Atención Ambulatoria de Salud
2008,3303,5,Atención Hospitalaria de Salud
2008,3303,6,Atención Hospitalaria Roma
2008,3303,7,Atención Hospitalaria Amatepec
2008,3303,8,Atención Hospitalaria Médico Quirúrgico
2008,3303,9,Atención Hospitalaria 1º de Mayo
2008,3303,10,Atención Hospitalaria General
2008,3303,11,Prestaciones Económicas
2008,3303,12,Preinversión
2008,3303,13,Desarrollo de la Infraestructura
2008,3303,14,Inversión Financiera
2008,3303,15,Unidad de Pensiones
2008,3303,99,Inversiones Financieras
2008,3304,1,Dirección y Administración
2008,3304,2,Rehabilitación a Beneficiarios
2008,4100,1,Dirección y Administración Institucional
2008,4100,2,Política Comercial y Administración de Tratados
2008,4100,3,"Comercio, Inversión y Competitividad"
2008,4100,4,"Hidrocarburos, Minas y Energía"
2008,4100,5,Regulación de Obligaciones Mercantiles y Contables
2008,4100,6,Estadística y Censos
2008,4100,7,Apoyo a Instituciones Adscritas
2008,4100,8,Apoyo a Otras Entidades
2008,4101,1,Ferias y Exposiciones
2008,4102,1,"Gestión de Política Científica, Tecnológica y de la Calidad"
2008,4105,1,Dirección y  Administración  Institucional
2008,4105,2,Servicios de  Exportación y Control de Calidad
2008,4105,4,Asistencia Tècnica Clima de Negocios
2008,4109,1,Regulación y Supervisión de Actividades de Electricidad y Telecomunicaciones
2008,4110,1,Dirección y Administración Institucional
2008,4110,2,Fiscalización y Desarrollo del Mercado de Valores
2008,4111,1,Dirección y Administración Institucional
2008,4111,2,Fiscalización
2008,4112,1,Dirección y Administración Institucional
2008,4112,2,Negocios e Inversiones
2008,4112,3,Gestión Puerto CORSAIN
2008,4112,4,Gestión de Instalaciones Portuarias
2008,4114,1,Dirección y Administración Institucional
2008,4114,2,Servicios de Registro de la Propiedad Raíz e Hipotecas
2008,4114,3,Servicios del Registro de Comercio
2008,4114,4,"Servicios Cartográficos, Geográficos y Catastrales"
2008,4114,5,Modernización del Registro Inmobiliario y del Catastro
2008,4114,6,Servicios de la Deuda
2008,4114,7,Servicios de Registro de la Propiedad Intelectual
2008,4116,1,Dirección y Administración Institucional
2008,4116,2,Servicios Técnicos y Legales
2008,4117,1,Eficiencia Económica de los Mercados
2008,4118,1,Dirección y Administración Institucional
2008,4118,2,Gestión Operativa Institucional
2008,4154,1,Dirección y Administración  Institucional
2008,4154,2,Areas Técnicas
2008,4154,3,Administración de Fondo de Apoyo a la MYPE
2008,4200,1,Dirección y Administración Institucional
2008,4200,2,Economía Agropecuaria
2008,4200,3,Sanidad Agropecuaria
2008,4200,4,"Ordenamiento Forestal, Cuencas y Riego"
2008,4200,5,Desarrollo Pesquero
2008,4200,6,Apoyo a Instituciones Adscritas y Otras Entidades
2008,4200,7,Desarrollo Integral y Asistencia Técnica
2008,4200,8,Reconversión Agroempresarial
2008,4200,9,Agronegocios
2008,4200,10,Agronegocios
2008,4200,11,Apoyo al Desarrollo Agropecuario
2008,4201,1,Dirección y Administración Institucional
2008,4201,2,Seguridad Jurídica Sobre la Transferencia de Tierras en el Sector Agropecuario Reformado
2008,4202,1,Dirección y Administración Institucional
2008,4202,2,Investigación y Transferencia Tecnológica
2008,4203,1,Dirección y Administración Institucional
2008,4300,1,Dirección y Administración Institucional
2008,4300,2,Obras Públicas
2008,4300,3,Vivienda y Desarrollo Urbano
2008,4300,4,Transporte
2008,4300,5,Apoyo a Instituciones Adscritas y Otras Entidades
2008,4300,6,Apoyo a Instituciones Adscritas y Otras Entidades relacionadas con el Sector Vivienda
2008,4300,56,PROYECTOS PRIORITARIOS DIVERSOS PARA EL DESARROLLO ECONOMICO Y SOCIAL DEL PAIS
2008,4300,99,Unidad Presupuestaria s/ejecución
2008,4301,1,Dirección y Administración Institucional
2008,4301,2,Servicio de la Deuda Interna
2008,4301,3,Comercialización
2008,4301,4,"Producción, Distribución y Saneamiento"
2008,4301,5,Inversión
2008,4301,99,BORRAR LINEA N/A
2008,4304,1,"Normalización, Regulación y Vigilancia del Transporte Aéreo"
2008,4305,1,DIRECCIÓN Y ADMINISTRACIÓN
2008,4305,2,PROGRAMA DE CRÉDITOS
2008,4305,3,SERVICIO DE LA DEUDA
2008,4305,4,INVERSIONES
2008,4305,5,FONDO ESPECIAL DE CONTRIBUCIONES
2008,4306,1,Dirección y Administración Institucional
2008,4306,2,Conservación de la Red Vial
2008,4400,1,Dirección y Administración Institucional
2008,4400,2,Gestión de los Recursos Naturales y Sostenibilidad Ambiental
2008,4400,3,Apoyo a Otras Entidades
2008,4400,4,Apoyo a la Gestión Ambiental de El Salvador
2008,4600,1,Dirección y Administración Institucional
2008,4600,2,Apoyo a Instituciones Adscritas
2008,4601,1,Dirección y Administración Institucional
2008,4601,2,Administración y  Mantenimiento de Turicentros y Parques
2008,4601,3,Infraestructura Turística
2008,4602,1,Desarrollo Turístico Nacional
2009,100,1,Dirección y Administración Institucional
2009,100,2,Legislación
2009,100,3,Infraestructura Física
2009,100,4,Modernización y Fortalecimiento Institucional
2009,200,1,Dirección y Administración Institucional
2009,200,2,Control y Auditoría de la Gestión Pública
2009,300,1,Dirección y Administración Institucional
2009,300,2,"Organización, Capacitación, Actualización Electoral y Fortalecimiento Democrático"
2009,300,3,Apoyo a  Entidades Adscritas y a la Gestión Electoral
2009,301,1,Dirección y Administración Institucional
2009,301,2,Registro e Identificación de las  Personas Naturales
2009,400,1,Servicio Civil
2009,500,1,Dirección y Administración Institucional
2009,500,2,Secretaría de Comunicaciones de la Presidencia
2009,500,3,Becas
2009,500,4,Fortalecimiento  Familiar
2009,500,5,Secretaría  Técnica
2009,500,6,Apoyo a  Instituciones  Adscritas
2009,500,7,Apoyo a  Otras  Entidades
2009,501,1,Dirección y Administración Institucional
2009,501,2,Actividades Deportivas
2009,504,1,Dirección y Administración Institucional
2009,504,2,Gestión para el Desarrollo Integral de la Mujer
2009,504,3,Inversión en Equipamiento
2009,505,1,Dirección y Administración Institucional
2009,505,2,Apoyo al Desarrollo Local
2009,505,3,Financiamiento al Programa Red Solidaria
2009,505,4,Financiamiento a Gobiernos Municipales
2009,507,1,Dirección y Administración Institucional
2009,507,2,Desarrollo Humano
2009,507,3,Desarrollo Productivo
2009,507,4,Conectividad
2009,507,5,Rendición de Cuentas
2009,537,1,Dirección y Administración Institucional
2009,537,2,Gestion de Creditos
2009,551,1,Promoción de Exportaciones e Inversiones
2009,600,1,Dirección y Administración Institucional
2009,600,2,Gestión Operativa
2009,700,1,Dirección y Administración Institucional
2009,700,2,Administración del Presupuesto Público
2009,700,3,Servicios Tributarios Internos
2009,700,4,Administración de Aduanas
2009,700,5,Administración del Tesoro
2009,700,6,Contabilidad Gubernamental
2009,700,7,Apelaciones Tributarias y de Aduanas
2009,700,8,Infraestructura Física
2009,700,9,Financiamiento a Gobiernos Municipales
2009,700,10,Provisión para Atender Gastos Imprevistos
2009,700,11,Financiamiento al Fondo de Inversión Social para el Desarrollo Local
2009,700,12,Financiamiento al Programa de Rehabilitación de Lisiados
2009,700,13,Programa para la Rehabilitación del Sector Agropecuario
2009,700,14,Financiamiento al Fondo de Amortización y Fideicomiso del Sistema de Pensiones Público
2009,700,15,"Financiamiento al Fideicomiso para Inversión en Educación, Paz Social y Seguridad Ciudadana"
2009,700,16,Obligaciones Generales del Estado
2009,700,17,Financiamiento al Fondo de Estabilización y Fomento Económico
2009,700,18,Financimiento al Fondo de Inversión Nacional en Electricidad y Telefonía
2009,700,19,Financiamiento a la Red de Protección Social
2009,700,20,Financiamiento de Contrapartidas de Proyectos de Inversión
2009,700,21,Financiamiento al Fondo de Prevención y Mitigación de Desastres
2009,700,22,Financiamiento al Fondo de Conservación Vial
2009,700,23,Financiamiento de Subsidio al Transporte
2009,700,24,Provisión para Transferir Recursos al Presupuesto Especial Extraordinario para el Evento Electoral
2009,700,25,Financiamiento a Programas de Salud
2009,700,26,Servicio de la Deuda Pública Interna
2009,700,27,Servicio de la Deuda Pública Externa
2009,701,1,Dirección y Administración Institucional
2009,701,2,Utilidades al Fondo General
2009,701,3,"Comercialización, Comisiones y Premios"
2009,701,4,Adquisición de Productos de Lotería
2009,703,1,Tesoro Publico
2009,800,1,Dirección y Administración Institucional
2009,800,2,Servicio Diplomático y Consular
2009,800,3,Administración de Política Internacional
2009,800,4,Soberanía Nacional y Fronteras
2009,800,5,Administración de Cooperación Externa
2009,800,6,Gestión de Asuntos Jurídicos y Derechos Humanos
2009,900,1,Dirección y  Administración  Institucional
2009,900,2,Gestión Operativa Institucional
2009,900,3,Apoyo a Otras Entidades
2009,900,4,Inversión Institucional
2009,902,1,Dirección y Administración Institucional
2009,902,2,Sumistros y Comercialización
2009,1500,1,Dirección y Administración Institucional
2009,1500,2,Selección y Evaluación
2009,1500,3,Escuela de Capacitación Judicial
2009,1600,1,Dirección y Administración Institucional
2009,1600,2,Medicina Legal
2009,1600,3,Administración de Justicia
2009,1600,4,Infraestructura Física
2009,1600,5,Modernización del Organo Judicial
2009,1700,1,Dirección y Administración Institucional
2009,1700,2,Defensa de los Intereses de la Sociedad
2009,1700,3,Defensa de los Intereses del Estado
2009,1700,4,Apoyo al Desarrollo Institucional
2009,1800,1,Dirección y Administración Institucional
2009,1800,2,Asistencia  Legal   y   Psico-Social
2009,1800,3,Apoyo al Desarrollo Institucional
2009,1900,1,Dirección y Administración Institucional
2009,1900,2,"Defensa, Protección, Vigilancia y Educación de los Derechos Humanos"
2009,2300,1,Dirección y Administración Institucional
2009,2300,2,Prevención y Atención de Riesgos
2009,2300,3,Gobernación
2009,2300,4,Gestión de Servicios
2009,2300,5,Apoyo a Otras Entidades
2009,2300,6,"Atención de Emergencia, Rehabilitación y Reconstrucción"
2009,2303,1,Dirección y  Administración Institucional
2009,2303,2,"Gestión Financiera, Capacitación y  Asistencia Técnica a  Municipalidades"
2009,2303,3,Crédito a Municipalidades
2009,2303,4,Servicio de la Deuda
2009,2400,1,Dirección y Administración Institucional
2009,2400,2,"Prevención, Participación y Reinserción Social"
2009,2400,3,Justicia e Iniciativas Legislativas
2009,2400,4,Registro y Control Migratorio
2009,2400,5,Seguridad Pública
2009,2400,6,Administración del Sistema Penitenciario
2009,2400,7,Apoyo a Instituciones Adscritas y Otras Entidades
2009,2400,8,Infraestructura Policial
2009,2400,9,Infraestructura Penitenciaria
2009,2400,10,Paz Social y Seguridad Ciudadana
2009,2401,1,Dirección y Administración Institucional
2009,2401,2,Formación de Miembros para la Seguridad Pública
2009,2402,1,Dirección y Administración Institucional
2009,2402,2,Apoyo Sectorial
2009,3100,1,Dirección y Administración Institucional
2009,3100,2,Educación  Parvularia
2009,3100,3,Educación Básica
2009,3100,4,Educación  Media
2009,3100,5,Modalidades Flexibles de Educación
2009,3100,6,Apoyo a Instituciones Adscritas y Otras Entidades
2009,3100,7,Programas de Inversión para el Logro de Competitividad Equidad e Innovación en la Educación
2009,3100,8,"Fortalecimiento del Acceso,  Calidad y Equidad de la Educación"
2009,3100,9,Concultura
2009,3100,10,Infraestructura Cultural
2009,3100,11,Apoyo al Plan Nacional de Educación
2009,3100,12,Sistema de Protección Social-Plan Anticrisis
2009,3106,1,Dirección y Administración Institucional
2009,3106,2,Protección y Atención a la Niñez y Adolescencia
2009,3106,3,Inversión Institucional
2009,3107,1,Dirección y Administración Institucional
2009,3107,2,Prestación de los Servicios Médico Hospitalarios
2009,3107,3,Inversión Financiera
2009,3200,1,Dirección y Administración Institucional
2009,3200,2,Primer Nivel de Atención
2009,3200,3,Apoyo a Instituciones Adscritas y Otras Entidades
2009,3200,4,Desarrollo de la Inversión
2009,3200,5,Apoyo a Servicios de Salud Pública- Plan Anticrisis
2009,3200,6,Apoyo a Servicios de Salud Pública - Emergencia Nacional
2009,3200,51,Mejoramiento de la Red de Establecimientos de Salud
2009,3201,1,Dirección y Administración Institucional
2009,3201,2,Servicios Integrales en Salud
2009,3201,3,Servicios Hospitalarios-Plan Anticrisis
2009,3202,1,Dirección y Administración Institucional
2009,3202,2,Servicios Integrales en Salud
2009,3202,3,Servicios Hospitalarios- Plan anticrisis
2009,3203,1,Dirección y Administración Institucional
2009,3203,2,Servicios Integrales en Salud
2009,3203,3,Servicios Hospitalarios - Plan Anticrisis
2009,3204,1,Dirección y Administración Institucional
2009,3204,2,Servicios Integrales en Salud
2009,3204,3,Servicios Hospitalarios- Plan Anticricis
2009,3205,1,Dirección y Administración Institucional
2009,3205,2,Servicios Integrales en Salud
2009,3205,3,Servicios Hospitalarios- Plan Anticrisis
2009,3206,1,Dirección y Administración Institucional
2009,3206,2,Servicios Integrales en Salud
2009,3206,3,Servicios Hospitalarios-Plan Anticrisis
2009,3207,1,Dirección y Administración Institucional
2009,3207,2,Servicios Integrales en Salud
