Año,Oficina,Nombre de la oficina,Nivel,Clasificador,2. Propuesto,3. Aprobado,4. Modificado,5. Devengado
2019,3227,HOSPITAL NACIONAL DE  NUEVA CONCEPCIÓN,Descentralizadas,,3509370.0,3509370.0,,
2019,3228,"HOSPITAL NACIONAL DR JORGE ARTURO MENA"", SANTIAGO DE MARIA""",Descentralizadas,,4013975.0,4013975.0,,
2019,3229,HOSPITAL NACIONAL DE JIQUILISCO,Descentralizadas,,3778495.0,3778495.0,,
2019,3230,HOSPITAL NACIONAL DE SUCHITOTO,Descentralizadas,,2373110.0,2373110.0,,
2019,3231,CONSEJO SUPERIOR DE SALUD PUBLICA  (CSSP),Descentralizadas,,2357595.0,2357595.0,,
2019,3232,INSTITUTO SALVADORE¥O DE REHABILITACION DE INVALIDOS (ISRI),Descentralizadas,,13981870.0,13981870.0,,
2019,3233,"HOGAR DE ANCIANOS NARCISA CASTILLO"", SANTA ANA""",Descentralizadas,,528145.0,528145.0,,
2019,3234,CRUZ ROJA SALVADORE¥A,Descentralizadas,,3438310.0,3438310.0,,
2019,3235,FONDO SOLIDARIO PARA LA SALUD (FOSALUD),Descentralizadas,,45934189.0,45934189.0,,
2019,3300,RAMO DE TRABAJO Y PREVISION SOCIAL,Gobierno central,,16396800.0,16396800.0,,
2019,3302,INSTITUTO SALV. DE FORMACION PROFESIONAL (INSAFORP),Descentralizadas,,47955755.0,47955755.0,,
2019,3303,INSTITUTO SALVADORE¥O DEL SEGURO SOCIAL (ISSS),Descentralizadas,,827754250.0,827754250.0,,
2019,4100,RAMO DE ECONOMIA,Gobierno central,,123537784.0,124062784.0,,
2019,4101,CENTRO INTERNACIONAL DE FERIAS Y CONVENCIONES D E.S.- CIFCES,Descentralizadas,,10200000.0,10200000.0,,
2019,4106,COMISION EJECUTIVA HIDROELECTRICA DEL RIO LEMPA  (CEL),Descentralizadas,,362033465.0,362033465.0,,
2019,4109,SUPERINTENDENCIA GRAL.DE ELECT. Y TELECOMUNICACIONES (SIGET),Descentralizadas,,24499975.0,24499975.0,,
2019,4114,CENTRO NACIONAL DE REGISTROS   (CNR),Descentralizadas,,49946315.0,49946315.0,,
2019,4115,FONDO DE INVERSION NAC. EN ELECTRICIDAD Y TELEFONIA (FINET),Descentralizadas,,64207930.0,64207930.0,,
2019,4117,SUPERINTENDENCIA DE COMPETENCIA  (SC),Descentralizadas,,2661308.0,2661308.0,,
2019,4118,DEFENSORIA DEL CONSUMIDOR (DC),Descentralizadas,,5972020.0,5972020.0,,
2019,4119,Consejo Nacional de Energía,Descentralizadas,,1496646.0,1496646.0,,
2019,4120,CONSEJO NACIONAL DE CALIDAD (CNC),Descentralizadas,,2841898.0,2841898.0,,
2019,4121,INSTITUTO SALVADOREÑO DE FOMENTO COOPERATIVO (INSAFOCOOP),Descentralizadas,,1330240.0,1330240.0,,
2019,4200,RAMO DE AGRICULTURA Y GANADERIA,Gobierno central,,64627685.0,66577685.0,,
2019,4202,CENTRO NAC. DE TECNOLOGIA AGROPECUARIA Y FORESTAL (CENTA),Descentralizadas,,12018112.0,12318112.0,,
2019,4203,ESCUELA NACIONAL DE AGRICULTURA (ENA),Descentralizadas,,3398108.0,3398108.0,,
2019,4206,CONSEJO SALVADOREÑO DEL CAFE,Descentralizadas,,1575263.0,1575263.0,,
2019,4300,"RAMO DE OBRAS PUBLICAS, TRANSPORTE y VIVIENDA Y DESARR URB",Gobierno central,,355328365.0,357203365.0,,
2019,4301,ADMINISTRACION NAC. DE ACUEDUCTOS Y ALCANTARILLADOS (ANDA),Descentralizadas,,221265600.0,221265600.0,,
2019,4303,COMISION EJECUTIVA PORTUARIA AUTONOMA (CEPA),Descentralizadas,,140589815.0,140589815.0,,
2019,4304,AUTORIDAD DE AVIACION CIVIL (AAC),Descentralizadas,,3800000.0,3800000.0,,
2019,4307,AUTORIDAD MARITIMA PORTUARIA (AMP),Descentralizadas,,4619700.0,4619700.0,,
2019,4308,FONDO PARA LA ATENCION A VICTIMAS DE ACCIDENTES DE TRANSITO,Descentralizadas,,5957479.0,5957479.0,,
2019,4400,RAMO DE MEDIO AMBIENTE Y RECURSOS NATURALES,Gobierno central,,18878867.0,18933867.0,,
2019,4600,RAMO DE TURISMO,Gobierno central,,29793071.0,29793071.0,,
2019,4601,INSTITUTO SALVADOREÑO DE TURISMO  (ISTU),Descentralizadas,,6189129.0,6189129.0,,
2019,4602,CORPORACION SALVADOREÑA DE TURISMO  (CORSATUR),Descentralizadas,,14284398.0,14284398.0,,
2020,0200,CORTE DE CUENTAS DE LA REPUBLICA,Gobierno central,,44272575.0,,,
2020,0300,TRIBUNAL SUPREMO ELECTORAL,Gobierno central,,18325955.0,,,
2020,0301,REGISTRO NACIONAL DE LAS PERSONAS NATURALES  (RNPN),Descentralizadas,,17607530.0,,,
2020,0400,TRIBUNAL DE SERVICIO CIVIL,Gobierno central,,1001270.0,,,
2020,0500,PRESIDENCIA DE LA REPUBLICA,Gobierno central,,93611663.0,,,
2020,0501,INSTITUTO NACIONAL DE LOS DEPORTES DE EL SALVADOR (INDES),Descentralizadas,,20128125.0,,,
2020,0504,INSTITUTO SALVADORE¥O P EL DESARROLLO DE LA MUJER (ISDEMU),Descentralizadas,,6139860.0,,,
2020,0551,COMISION NAC DE PROMOCION DE EXPORT E INVERSIONES (CONADEI),Descentralizadas,,3156670.0,,,
2020,0600,TRIBUNAL DE ÉTICA GUBERNAMENTAL,Gobierno central,,2762066.0,,,
2020,0650,INSTITUTO DE ACCESO A LA INFORMACION PUBLICA (IAIP),Descentralizadas,,1899885.0,,,
2020,0700,RAMO DE HACIENDA,Gobierno central,,2578526074.0,,,
2020,0701,LOTERIA NACIONAL DE BENEFICENCIA  (LNB),Descentralizadas,,51653500.0,,,
2020,0702,INSTITUTO NAC.DE PENSIONES DE LOS EMPLEADOS PUBLICOS (INPEP),Descentralizadas,,264898335.0,,,
2020,0800,MINSTERIO DE RELACIONES EXTERIORES,Gobierno central,,45027205.0,,,
2020,0900,RAMO DE LA DEFENSA NACIONAL,Gobierno central,,171951359.0,,,
2020,1500,CONSEJO NACIONAL DE LA JUDICATURA,Gobierno central,,6505525.0,,,
2020,1600,CORTE SUPREMA DE JUSTICIA,Gobierno central,,302250265.0,,,
2020,1700,FISCALIA GENERAL DE LA REPUBLICA,Gobierno central,,83520454.0,,,
2020,1800,PROCURADURIA GENERAL DE LA REPUBLICA,Gobierno central,,30770632.0,,,
2020,1900,PROCURADURIA PARA LA DEFENSA DE LOS DERECHOS HUMANOS,Gobierno central,,10187404.0,,,
2020,2300,RAMO DE GOBERNACION,Gobierno central,,65971839.0,,,
2020,2303,INSTITUTO SALVADORE¥O DE DESARROLLO MUNICIPAL (ISDEM),Descentralizadas,,508371770.0,,,
2020,2400,RAMO DE SEGURIDAD PUBLICA Y JUSTICIA,Gobierno central,,474074100.0,,,
2020,2401,ACADEMIA NACIONAL DE SEGURIDAD PUBLICA   (ANSP),Descentralizadas,,11343291.0,,,
2020,2402,UNIDAD TECNICA EJECUTIVA DEL SECTOR JUSTICIA  (UTE),Descentralizadas,,5163342.0,,,
2020,2403,CONSEJO NACIONAL DE ADMINISTRACION DE BIENES (CONAB),Descentralizadas,,658546.0,,,
2020,3100,RAMO DE EDUCACION,Gobierno central,,1039740790.0,,,
2020,3105,CAJA MUTUAL DE LOS EMPLEADOS DEL MINISTERIO DE EDUCACION,Descentralizadas,,23054100.0,,,
2020,3106,INST.SALV. P EL DESARR.INTEG DE LA NIÑEZ Y ADOLESC   (ISNA),Descentralizadas,,21347445.0,,,
2020,3107,INSTITUTO SALVADOREÑO DE BIENESTAR MAGISTERIAL - ISBM,Descentralizadas,,58291890.0,,,
2020,3108,CONSEJO NACIONAL DE LA NIÑEZ Y ADOLESCENCIA (CONNA),Descentralizadas,,6545588.0,,,
2020,3200,RAMO DE SALUD PUBLICA,Gobierno central,,755787837.0,,,
2020,3201,HOSPITAL NACIONAL ROSALES,Descentralizadas,,61503800.0,,,
2020,3202,HOSPITAL NACIONAL BENJAMIN BLOOM,Descentralizadas,,43863170.0,,,
2020,3203,"HOSPITAL NACIONAL DE MATERNIDAD DR. RAUL ARGUELLO ESCOLAN""",Descentralizadas,,21469865.0,,,
2020,3204,"HOSPITAL NACIONAL PSIQUIATRICO DR.JOSE MOLINA MARTINEZ""",Descentralizadas,,16296725.0,,,
2020,3205,"HOSPITAL NACIONAL DE NEUMOLOGIA DR. JOSE ANTONIO ZALDAÑA""",Descentralizadas,,11002510.0,,,
2020,3206,"HOSPITAL NACIONAL SAN JUAN DE DIOS"",  SANTA ANA""",Descentralizadas,,32538390.0,,,
2020,3207,"HOSPITAL NACIONAL FRANCISCO MENENDEZ"", AHUACHAPAN""",Descentralizadas,,9737845.0,,,
2020,3208,"HOSPITAL NACIONALDR.JORGE MAZZINI VILLACORTA"", SONSONATE""",Descentralizadas,,13420500.0,,,
2020,3209,"HOSPITAL NACIONAL DR.LUIS EDMUNDO VASQUEZ"", CHALATENANGO""",Descentralizadas,,7143505.0,,,
2020,3210,"HOSPITAL NACIONAL SAN RAFAEL"", SANTA TECLA""",Descentralizadas,,20892425.0,,,
2020,3211,"HOSPITAL NACIONAL SANTA GERTRUDIS"", SAN VICENTE""",Descentralizadas,,11403880.0,,,
2020,3212,"HOSPITAL NACIONAL SANTA TERESA"", ZACATECOLUCA""",Descentralizadas,,10557725.0,,,
2020,3213,"HOSPITAL NACIONAL SAN JUAN DE DIOS"", SAN MIGUEL""",Descentralizadas,,33998240.0,,,
2020,3214,"HOSPITAL NACIONAL SAN PEDRO"", USULUTAN""",Descentralizadas,,11365665.0,,,
2020,3215,"HOSPITAL NACIONAL DR.JUAN JOSE FERNANDEZ"", DE ZACAMIL""",Descentralizadas,,19901425.0,,,
2020,3216,"HOSPITAL NACIONAL ENFERM ANGELICA V NAJARRO"", SAN BARTOLO""",Descentralizadas,,8439555.0,,,
2020,3217,HOSPITAL NACIONAL DE COJUTEPEQUE,Descentralizadas,,7544560.0,,,
2020,3218,HOSPITAL NACIONAL DE LA UNION,Descentralizadas,,4695070.0,,,
2020,3219,HOSPITAL NACIONAL DE ILOBASCO,Descentralizadas,,4569345.0,,,
2020,3220,HOSPITAL NACIONAL DE NUEVA GUADALUPE,Descentralizadas,,4264160.0,,,
2020,3221,"HOSPITAL NACIONALMONS OSCAR ARNULFO ROMERO,CIUDAD BARRIOS""",Descentralizadas,,3871815.0,,,
2020,3222,HOSPITAL NACIONAL DE SENSUNTEPEQUE,Descentralizadas,,4063685.0,,,
2020,3223,HOSPITAL NACIONAL DE CHALCHUAPA,Descentralizadas,,4810955.0,,,
2020,3224,HOSPITAL NACIONAL DE METAPAN,Descentralizadas,,3906650.0,,,
2020,3225,HOSPITAL NACIONAL DE SAN FRANCISCO GOTERA,Descentralizadas,,5256635.0,,,
2020,3226,HOSPITAL NACIONAL DE SANTA ROSA DE LIMA,Descentralizadas,,5138820.0,,,
2020,3227,HOSPITAL NACIONAL DE  NUEVA CONCEPCIÓN,Descentralizadas,,3931390.0,,,
2020,3228,"HOSPITAL NACIONAL DR JORGE ARTURO MENA"", SANTIAGO DE MARIA""",Descentralizadas,,4406305.0,,,
2020,3229,HOSPITAL NACIONAL DE JIQUILISCO,Descentralizadas,,4195320.0,,,
2020,3230,HOSPITAL NACIONAL DE SUCHITOTO,Descentralizadas,,2612805.0,,,
2020,3231,CONSEJO SUPERIOR DE SALUD PUBLICA  (CSSP),Descentralizadas,,2401930.0,,,
2020,3232,INSTITUTO SALVADORE¥O DE REHABILITACION DE INVALIDOS (ISRI),Descentralizadas,,17707085.0,,,
2020,3233,"HOGAR DE ANCIANOS NARCISA CASTILLO"", SANTA ANA""",Descentralizadas,,554120.0,,,
2020,3234,CRUZ ROJA SALVADORE¥A,Descentralizadas,,3594170.0,,,
2020,3235,FONDO SOLIDARIO PARA LA SALUD (FOSALUD),Descentralizadas,,46716785.0,,,
2020,3300,RAMO DE TRABAJO Y PREVISION SOCIAL,Gobierno central,,17996800.0,,,
2020,3302,INSTITUTO SALV. DE FORMACION PROFESIONAL (INSAFORP),Descentralizadas,,52549320.0,,,
2020,3303,INSTITUTO SALVADORE¥O DEL SEGURO SOCIAL (ISSS),Descentralizadas,,862820540.0,,,
2020,4100,RAMO DE ECONOMIA,Gobierno central,,111498503.0,,,
2020,4101,CENTRO INTERNACIONAL DE FERIAS Y CONVENCIONES D E.S.- CIFCES,Descentralizadas,,10500000.0,,,
2020,4106,COMISION EJECUTIVA HIDROELECTRICA DEL RIO LEMPA  (CEL),Descentralizadas,,345516675.0,,,
2020,4109,SUPERINTENDENCIA GRAL.DE ELECT. Y TELECOMUNICACIONES (SIGET),Descentralizadas,,21647795.0,,,
2020,4114,CENTRO NACIONAL DE REGISTROS   (CNR),Descentralizadas,,54569005.0,,,
2020,4115,FONDO DE INVERSION NAC. EN ELECTRICIDAD Y TELEFONIA (FINET),Descentralizadas,,64207930.0,,,
2020,4117,SUPERINTENDENCIA DE COMPETENCIA  (SC),Descentralizadas,,2661308.0,,,
2020,4118,DEFENSORIA DEL CONSUMIDOR (DC),Descentralizadas,,6222020.0,,,
2020,4119,Consejo Nacional de Energía,Descentralizadas,,1496646.0,,,
2020,4120,CONSEJO NACIONAL DE CALIDAD (CNC),Descentralizadas,,2693898.0,,,
2020,4121,INSTITUTO SALVADOREÑO DE FOMENTO COOPERATIVO (INSAFOCOOP),Descentralizadas,,1330240.0,,,
2020,4200,RAMO DE AGRICULTURA Y GANADERIA,Gobierno central,,63331165.0,,,
2020,4202,CENTRO NAC. DE TECNOLOGIA AGROPECUARIA Y FORESTAL (CENTA),Descentralizadas,,10890277.0,,,
2020,4203,ESCUELA NACIONAL DE AGRICULTURA (ENA),Descentralizadas,,3388228.0,,,
2020,4206,CONSEJO SALVADOREÑO DEL CAFE,Descentralizadas,,1489798.0,,,
2020,4300,"RAMO DE OBRAS PUBLICAS, TRANSPORTE y VIVIENDA Y DESARR URB",Gobierno central,,357309562.0,,,
2020,4301,ADMINISTRACION NAC. DE ACUEDUCTOS Y ALCANTARILLADOS (ANDA),Descentralizadas,,210102165.0,,,
2020,4303,COMISION EJECUTIVA PORTUARIA AUTONOMA (CEPA),Descentralizadas,,151663094.0,,,
2020,4304,AUTORIDAD DE AVIACION CIVIL (AAC),Descentralizadas,,4168545.0,,,
2020,4307,AUTORIDAD MARITIMA PORTUARIA (AMP),Descentralizadas,,5370700.0,,,
2020,4308,FONDO PARA LA ATENCION A VICTIMAS DE ACCIDENTES DE TRANSITO,Descentralizadas,,5112640.0,,,
2020,4400,RAMO DE MEDIO AMBIENTE Y RECURSOS NATURALES,Gobierno central,,15051827.0,,,
2020,4600,RAMO DE TURISMO,Gobierno central,,27893770.0,,,
2020,4601,INSTITUTO SALVADOREÑO DE TURISMO  (ISTU),Descentralizadas,,6683248.0,,,
2020,4602,CORPORACION SALVADOREÑA DE TURISMO  (CORSATUR),Descentralizadas,,15049187.0,,,
