Institución,Tipo/Código del proceso,Nombre del proceso,Resultado,Monto,Fecha Resultado
Municipalidad de Izalco,Libre gestión 20200310,COMPRA DE MATERIAL QUE SERA UTILIZADO EN UNIDAD DE SALUD DE IZALCO,Adjudicada,$250.90,23/04/2020
Municipalidad de Izalco,Libre gestión 20200330,compra de 150 sodas en lata que serán utilizadas como refrigerios en diferentes reuniones organizadas por la municipalidad,Adjudicada,$60.00,23/04/2020
Instituto Nacional de los Deportes de El Salvador (INDES),Libre gestión 20200067,SERVICIOS PROFESIONALES DE MONITOR DEPORTIVO PARA EL PROYECTO DE ADULTO MAYOR DE LA GERENCIA DE DESARROLLO DEPORTIVO,Adjudicada,"$3,500.00",23/04/2020
Instituto Nacional de los Deportes de El Salvador (INDES),Libre gestión 20200066,SERVICIOS PROFESIONALES DE MONITOR DEPORTIVO PARA EL PROYECTO DE ADULTO MAYOR DE LA GERENCIA DE DESARROLLO DEPORTIVO,Adjudicada,"$3,500.00",23/04/2020
Instituto Nacional de los Deportes de El Salvador (INDES),Libre gestión 20200060,COMPRA DE PAPELERIA MEMBRETADA,Adjudicada,"$5,580.80",23/04/2020
Instituto Nacional de los Deportes de El Salvador (INDES),Libre gestión 20200059,COMPRA DE ARCOS INFLABLES PARA ACTIVIDADES DEPORTIVAS DE LA GERENCIA DE DESARROLLO DEPORTIVO INDES - 2020,Adjudicada,"$7,200.00",23/04/2020
Instituto Nacional de los Deportes de El Salvador (INDES),Libre gestión 20200047,COMPRA DE MOBILIARIO DE OFICINA PARA EL DEPARTAMENTO DE INFRAESTRUCTURA,Adjudicada,"$4,951.89",23/04/2020
Fiscalía General de la República (FGR),Libre gestión 20200071,carpetas porta diplomas segun detalles en la oferta,Adjudicada,"$1,800.00",22/04/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Cruz Roja Salvadoreña (CRS),Libre gestión 20200011,INSUMOS MEDICOS,Adjudicada,$419.50,22/04/2020
Fiscalía General de la República (FGR),Libre gestión 20200063,CURSO MEDIOS DE IMPUGNACION Y NULIDADES EN MATERIA PENAL JUVENIL,Adjudicada,$800.00,22/04/2020
Cruz Roja Salvadoreña (CRS),Libre gestión 20200010,MEDICAMENTOS E INSUMOS PARA CLINICA DE EMERGENCIAS.,Adjudicada,"$1,094.08",22/04/2020
Cruz Roja Salvadoreña (CRS),Libre gestión 20200009,INSUMOS MEDICOS Y DE LIMPIEZA,Adjudicada,$905.84,22/04/2020
Instituto Salvadoreño del Seguro Social (ISSS),Libre gestión 20200069,SERVICIO DE SISTEMA GPS PARA LA FLOTA DE VEHÍCULOS DIVISIÓN DE ABASTECIMIENTO,Adjudicada,"$7,407.76",22/04/2020
Administración Nacional de Acueductos y Alcantarillados (ANDA),Libre gestión 20200048,SUMINISTRO DE MATERIALES E INSTRUMENTAL PARA LA UNIDAD DE LABORATORIO.,Adjudicada,"$17,423.85",22/04/2020
Administración Nacional de Acueductos y Alcantarillados (ANDA),Libre gestión 20200072,"CONTRATACIÓN DE FIANZAS DE CUMPLIMIENTO AMBIENTAL PARA LOS SIGUIENTES PROYECTOS: A) SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE DEL ÁREA URBANA DEL MUNICIPIO DE YUCUAIQUIN, DEPARTAMENTO DE LA UNIÓN; B) SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE DEL ÁREA URBANA DEL MUNICIPIO DE CHIRILAGUA, DEPARTAMENTO DE SAN MIGUEL, Y C) PLANTA POTABILIZADORA EL ROSARIO, MUNICIPIO DE METAPAN, DEPARTAMENTO DE SANTA ANA.",Adjudicada,"$6,574.13",22/04/2020
Instituto de Previsión Social de la Fuerza Armada (IPSFA),Libre gestión 20200121,"ADQUISICON DE: COMPRA DE FILTRO DE CARBON ACTIVADO, FILTRO DE POLIPROPILENO PARA SEDIMENTACION DE 20",Adjudicada,$90.00,22/04/2020
Administración Nacional de Acueductos y Alcantarillados (ANDA),Libre gestión 20200089,"SUMINISTRO DE MOTOR ELÉCTRICO SUMERGIBLE PARA EL EQUIPO # 2, POZO DE LA ESTACIÓN DE BOMBEO EL TRÉBOL 1 DEL MUNICIPIO Y DEPARTAMENTO DE SANTA ANA. (EN EL MARCO DEL ESTADO DE EMERGENCIA NACIONAL, PARA COMPBATIR EL CORORONAVIRUS).",Adjudicada,"$7,910.00",22/04/2020
Administración Nacional de Acueductos y Alcantarillados (ANDA),Libre gestión 20200042,"SUMINISTRO DE MATERIALES PARA LA CONSTRUCCION DE CLINICA PSICOLOGICA, BODEGA DE ORDENANZAS Y REMODELACION DE BAÑOS PARA ATENCION DE USUARIOS EXTERNOS QUE VISITAN LA REGION OCCIDENTAL.",Adjudicada,$913.24,22/04/2020
Administración Nacional de Acueductos y Alcantarillados (ANDA),Libre gestión 20200073,"SUMINISTRO DE MATERIALES PARA LA CONSTRUCCION DE CLINICA PSICOLOGICA, BODEGA DE ORDENANZAS Y REMODELACION DE BAÑOS PARA ATENCION DE USUARIOS EXTERNOS QUE VISITAN LA REGION OCCIDENTAL (SEGUNDO PROCESO).",Adjudicada,,22/04/2020
Instituto de Previsión Social de la Fuerza Armada (IPSFA),Libre gestión 20200120,"COMPRA DE VENENO K-OTRINE, VENENO REGENT20SC.",Adjudicada,$607.86,22/04/2020
Instituto de Previsión Social de la Fuerza Armada (IPSFA),Libre gestión 20200119,"PRÓRROGA CONTRACTUAL DEL SUMINISTRO DE COPIAS E IMPRESIONES PARA EL IPSFA, AÑO 2020.",Adjudicada,"$26,808.12",22/04/2020
Banco de Desarrollo de El Salvador (BANDESAL),Libre gestión 20200163,Serivicios de impresión de Comprobantes de sujeto excluido para BANDESAL y FDE,Adjudicada,$140.00,22/04/2020
Instituto de Previsión Social de la Fuerza Armada (IPSFA),Libre gestión 20200118,"PROCESO DE LIBRE GESTIÓN DE PÓLIZA DE SEGURO, QUE CUBRE EL INMUEBLE KUAKALI DE LA PÓLIZAS DE SEGURO DEL IPSFA AÑO 2020",Adjudicada,"$1,336.64",22/04/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Banco de Desarrollo de El Salvador (BANDESAL),Libre gestión 20200162,Servicio de sanitización para oficinas admministrativas del BDES Y FDE,Adjudicada,"$3,250.00",22/04/2020
Policía Nacional Civil (PNC),Libre gestión 20200094,"MATERIALES DE CARPINTERÍA, SEGÚN ARCHIVO ADJUNTO",Adjudicada,$63.20,22/04/2020
Policía Nacional Civil (PNC),Libre gestión 20200093,"MATERIALES DE PINTURA, SEGÚN ARCHIVO ADJUNTO",Adjudicada,$155.49,22/04/2020
Banco de Desarrollo de El Salvador (BANDESAL),Libre gestión 20200161,Compra de Material de protección para personal de Bandesal,Adjudicada,$604.90,22/04/2020
Tribunal Supremo Electoral (TSE),Libre gestión 20200075,SERVICIO DE ALIMENTACION,Adjudicada,$527.64,22/04/2020
Policía Nacional Civil (PNC),Libre gestión 20200095,"MATERIALES DE CARPINTERÍA Y ESTRUCTURAS METÁLICAS, SEGÚN ARCHIVO ADJUNTO",Adjudicada,"$1,461.52",22/04/2020
Tribunal Supremo Electoral (TSE),Libre gestión 20200070,SERVICIO DE ALIMENTACION,Adjudicada,$384.22,22/04/2020
Tribunal Supremo Electoral (TSE),Libre gestión 20200059,SERVICIO DE ALIMENTACION,Adjudicada,$301.69,22/04/2020
Tribunal Supremo Electoral (TSE),Libre gestión 20200056,Servicio de Mantenimiento Correctivo para el Vehículo Placas P-639-429,Adjudicada,$362.43,22/04/2020
Tribunal Supremo Electoral (TSE),Libre gestión 20200055,Servicio de Mantenimiento Correctivo para el Vehículo Placas P-840-530,Adjudicada,$297.98,22/04/2020
Banco de Fomento Agropecuario (BFA),Libre gestión 20200171,Se requieren los servicios de renovación de soporte de fábrica y local para balanceadores A10 de Oficina Central y Sitio Alterno,Adjudicada,"$18,231.42",22/04/2020
Administración Nacional de Acueductos y Alcantarillados (ANDA),Libre gestión 20200056,"SUMINISTRO DE BOTELLAS DE AGUA COMO MEDIDA DE CONTINGENCIA, PARA ATENDER A LA POBLACIÓN AFECTADA POR LOS TRABAJOS DE REHABILITACIÓN DE LA PLANTA POTABILIZADORA LAS PAVAS.",Adjudicada,"$73,000.00",22/04/2020
"Hospital Nacional de Sensuntepeque, Cabañas",Libre gestión 20200027,Solicitud No. 42 Proceso No. 25 compra de Lavamanos.,Adjudicada,$912.05,22/04/2020
Policía Nacional Civil (PNC),Libre gestión 20200097,"MATERIALES DE FONTANERÍA, SEGÚN ARCHIVO ADJUNTO.",Adjudicada,$663.07,22/04/2020
Administración Nacional de Acueductos y Alcantarillados (ANDA),Libre gestión 20200099,"ADQUISICIÓN DE JABÓN LÍQUIDO Y/O SPRAY PARA MANOS EN EL USO DEL PERSONAL DE LA INSTITUCIÓN, POR EMERGENCIA COVID-19.",Adjudicada,"$10,016.09",22/04/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Policía Nacional Civil (PNC),Libre gestión 20200096,"MATERIALES DE ELECTRICIDAD, SEGÚN ARCHIVO ADJUNTO.",Adjudicada,"$1,228.15",22/04/2020
Municipalidad de Sonsonate,Libre gestión 20200073,150 M3 MATERIAL SELECTO,Adjudicada,"$1,134.00",22/04/2020
"Hospital Nacional ""Monseñor Oscar Arnulfo Romero y Galdámez"", Ciudad Barrios, San Miguel",Libre gestión 20200021,ADQUISICIÓN DE MASCARILLAS REUSABLES DE TELA QUIRÚRGICA CON FILTRO,Adjudicada,$508.50,22/04/2020
"Hospital Nacional ""Monseñor Oscar Arnulfo Romero y Galdámez"", Ciudad Barrios, San Miguel",Libre gestión 20200020,ADQUISICIÓN DE DIESEL PARA CALDERAS,Adjudicada,"$7,760.00",22/04/2020
"Hospital Nacional ""Monseñor Oscar Arnulfo Romero y Galdámez"", Ciudad Barrios, San Miguel",Libre gestión 20200019,ADQUISICIÓN DE PAPEL TOALLA NORMAL,Adjudicada,"$1,400.00",22/04/2020
"Hospital Nacional ""Monseñor Oscar Arnulfo Romero y Galdámez"", Ciudad Barrios, San Miguel",Libre gestión 20200018,ADQUISICIÓN DE BOLSAS PLÁSTICAS PARA CADÁVER,Adjudicada,$500.00,22/04/2020
"Hospital Nacional ""Monseñor Oscar Arnulfo Romero y Galdámez"", Ciudad Barrios, San Miguel",Libre gestión 20200017,ADQUISICIÓN DE PRODUCTOS QUÍMICOS PARA TRATAMIENTO DE AGUA PARA CALDERAS Y CONSUMO HUMANO,Adjudicada,"$1,335.00",22/04/2020
"Hospital Nacional ""Monseñor Oscar Arnulfo Romero y Galdámez"", Ciudad Barrios, San Miguel",Libre gestión 20200016,ADQUISICIÓN DE SAL GRUESA INDUSTRIAL,Adjudicada,$165.00,22/04/2020
Municipalidad de Sonsonate,Libre gestión 20200065,MATERIAL ELECTRICO DIVERSO,Adjudicada,"$1,105.64",22/04/2020
Municipalidad de Sonsonate,Libre gestión 20200063,MATERIAL ELECTRICO DIVERSO,Adjudicada,"$2,358.45",22/04/2020
Municipalidad de Sonsonate,Libre gestión 20200068,MATERIAL ELECTRICO DIVERSO,Adjudicada,$404.10,22/04/2020
Policía Nacional Civil (PNC),Libre gestión 20200107,"1.SILLA DE RUEDAS, SEGÚN ESPECIFICACIONES TÉCNICAS ADJUNTAS",Adjudicada,$195.49,22/04/2020
Instituto Salvadoreño del Seguro Social (ISSS),Libre gestión 20200065,ADQUISICIÓN DE EQUIPO MÉDICO: DETECTOR ULTRASONICO DE LATIDO FETAL Y MONITOR FETAL ANTEPARTO,Adjudicada,"$22,750.00",22/04/2020
Municipalidad de Sonsonate,Libre gestión 20200070,"1 COMPUTADORA COMPLETA DE ESCRITO, LICENCIA Y 1 UPS 750VA",Adjudicada,$760.00,22/04/2020
Corte de Cuentas de la República (CCR),Libre gestión 20200042,SUMINISTRO DE PRODUCTOS DE PAPEL Y CARTON PARA LA CORTE DE CUENTAS DE LA REPUBLICA,Adjudicada,"$15,817.21",22/04/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Fondo de Protecciónde Lisiados y Discapacitados a Consecuencia del Conflicto Armado (FOPROLYD),Libre gestión 20200046,SUMINISTRO DE MEDICAMENTOS E INSUMOS PARA ABASTECIMIENTO DE BOTIQUINES INSTITUCIONALES Y ACCESORIOS PARA BRIGADISTAS Y MIEMBROS DE COMISSOF,Adjudicada,$261.70,22/04/2020
Banco de Desarrollo de El Salvador (BANDESAL),Libre gestión 20200160,Suministro de medicina preventiva para personal de apoyo de BANDESAL,Adjudicada,$382.00,22/04/2020
Banco de Desarrollo de El Salvador (BANDESAL),Libre gestión 20200159,Compra de Mascarillas para personal de Bandesal,Adjudicada,"$1,200.00",22/04/2020
Ministerio de Agricultura y Ganadería (MAG),Libre gestión 20200008,SERVICIO DE MONITOREO SATELITAL PARA LA FLOTA VEHICULAR DEL MAG AÑO 2020,Adjudicada,"$50,782.20",22/04/2020
Fondo de Protecciónde Lisiados y Discapacitados a Consecuencia del Conflicto Armado (FOPROLYD),Libre gestión 20200040,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA DISPENSADORES CON FILTROS DE AGUA (OASIS) DE FOPROLYD (INCLUYE EL SUMINISTRO E INSTALACIÓN DE FILTROS Y LÁMPARAS ULTRAVIOLETAS),Adjudicada,"$5,500.00",22/04/2020
Instituto Salvadoreño de Desarrollo Municipal (ISDEM),Libre gestión 20200019,SUMINISTRO DE CUPONES DE COMBUSTIBLE PARA EL INSTITUTO SALVADOREÑO DE DESARROLLO MUNICIPAL.,Adjudicada,"$44,000.00",22/04/2020
"Hospital Nacional Psiquiátrico ""Dr. José Molina Martínez"", Soyapango, San Salvador",Libre gestión 20200096,"CORTINAS ANTIBACTERIANAS, CON INSTALACION INCLUIDA.",Adjudicada,"$2,964.00",22/04/2020
Municipalidad de Soyapango,Libre gestión 20200104,ARRENDAMIENTO DE CAMIONES COMPACTADORES,Adjudicada,"$39,970.00",22/04/2020
Banco de Fomento Agropecuario (BFA),Libre gestión 20200192,SUMINISTRO DE 200 GALONES DE ALCOHOL GEL,Adjudicada,"$3,800.00",22/04/2020
"Hospital Nacional Psiquiátrico ""Dr. José Molina Martínez"", Soyapango, San Salvador",Libre gestión 20200094,CARETAS DE PROTECCION FACIAL Y VISUAL . VISOR CLARO PARA CARETA.,Adjudicada,$500.00,22/04/2020
"Hospital Nacional Psiquiátrico ""Dr. José Molina Martínez"", Soyapango, San Salvador",Libre gestión 20200093,"AMANTADINA CLORHIDRATO 100 MG, TABLETAS.",Adjudicada,$97.20,22/04/2020
Banco de Fomento Agropecuario (BFA),Libre gestión 20200191,MASCARILLAS PARA USO DE PERSONAL,Adjudicada,"$1,582.00",22/04/2020
Ministerio de Hacienda (MHDA),Libre gestión 20200214,ADQUISICIÓN DE TENSIÓMETROS DIGITALES DE MESA,Adjudicada,$285.40,22/04/2020
Administración Nacional de Acueductos y Alcantarillados (ANDA),Libre gestión 20200093,SUMINISTRO DE GASES PARA EL EQUIPO ESPECIALIZADO DEL LABORATORIO.,Adjudicada,"$7,803.55",22/04/2020
Comisión Nacional de la Micro y Pequeña Empresa (CONAMYPE),Libre gestión 20200062,CONTRATACION DE SERVICIO SOBRE ANÁLISIS FINANCIERO DE MICRO Y PEQUEÑAS EMPRESAS,Adjudicada,"$2,260.00",22/04/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Corte de Cuentas de la República (CCR),Libre gestión 20200071,"""SUMINISTRO DE PLATOS Y VASOS DE CARTÓN, PARA LA CORTE DE CUENTAS DE LA REPÚBLICA, EJERCICIO FISCAL 2020""",Adjudicada,"$5,191.00",22/04/2020
Municipalidad de San Julián,Libre gestión 20200160,Suministro de 6 ataúdes para personas de escasos recursos del Municipio,Adjudicada,$360.00,22/04/2020
Municipalidad de San Julián,Libre gestión 20200163,Suministro de Alimentación para personal en atención a la Emergencia Nacional por el COVID 19 del 30 de marzo al 7 de abril,Adjudicada,"$1,136.25",22/04/2020
Ministerio de Agricultura y Ganadería (MAG),Libre gestión 20200006,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE TRES CISTERNAS,Adjudicada,"$2,970.00",22/04/2020
Municipalidad de San Julián,Libre gestión 20200158,Suministro de Insumos para atención en velacion de personas de escasos recursos,Adjudicada,$108.00,22/04/2020
Instituto Nacional de los Deportes de El Salvador (INDES),Libre gestión 20200039,"SERVICIOS PROFESIONALES DE TECNICO ADMINISTRATIVO PARA EL PROYECTO LALIGA, VALORES Y OPORTUNIDAD",Adjudicada,"$6,000.00",22/04/2020
Instituto Nacional de los Deportes de El Salvador (INDES),Libre gestión 20200036,SUSCRIPCIÓN ANUAL EN PERIÓDICOS DE MAYOR Y REGULAR CIRCULACIÓN PARA EL AÑO 2020,Adjudicada,$450.00,22/04/2020
Corte de Cuentas de la República (CCR),Contratación directa CD-02/2020,"ADQUISICIÓN DE MATERIAL E INSTRUMENTAL DE LABORATORIO Y USO MÉDICO PARA LA CORTE DE CUENTAS DE LA REPÚBLICA, PARA TRATAR EL AUMENTO DE CASOS DE INFECCIONES DE VÍAS RESPIRATORIAS Y ANTE LA DECLARATORIA DE EMERGENCIA NACIONAL DEL CORONAVIRUS",Adjudicada,"$9,247.00",22/04/2020
"Hospital Nacional ""San Pedro"", Usulután",Licitación/Concurso LP 03/2020 HNGSP,SUMINISTRO DE SERVICIOS QUIMICOS Y SERVICIO DE PRUEBAS CON EQUIPO AUTOMATIZADO PARA EL LABORATORIO,Adjudicada,"$167,634.96",22/04/2020
Municipalidad de Santa Ana,Contratación directa CD-04-COVID-19-2020,COMPRA DE CABINAS DE DESINTOXICACIÓN E INSUMOS PARA LA CAMPAÑA DE SANITIZACIÓN EN EL MUNICIPIO DE SANTA ANA DEBIDO A LA EMERGENCIA DEL COVID-19,Adjudicada,"$45,487.02",22/04/2020
Ministerio de la Defensa Nacional (MDN),Libre gestión 20200081,"SUMINISTRO DE MATERIA PRIMA Y MATERIALES NO PERECEDEROS PARA LA FABRICACIÓN DE ALCOHOL GEL Y DESINFECTANTE PARA MANOS, EN CALIDAD DE URGENCIA, AÑO 2020",Adjudicada,"$5,430.64",21/04/2020
Ministerio de la Defensa Nacional (MDN),Libre gestión 20200080,"ADQUISICIÓN DE DOS MIL CIENTO SETENTA (2,170) FRASCOS DE REPELENTE CONTRA INSECTOS, PARA LOS ELEMENTOS DE LA FT SUMPUL, EMPEÑADOS EN LA EMERGENCIA DEL COVID-19",Adjudicada,"$5,425.00",21/04/2020
Administración Nacional de Acueductos y Alcantarillados (ANDA),Libre gestión 20200085,"SUMINISTRO DE QUÍMICOS PARA REALIZAR LIMPIEZAS Y SANITIZACIONES EN LOS EQUIPOS DE PRODUCCIÓN, PLANTA ENVASADORA DE AGUA.",Adjudicada,"$7,849.09",21/04/2020
Administración Nacional de Acueductos y Alcantarillados (ANDA),Libre gestión 20200100,SUMINISTRO DE ETIQUETAS PARA BOTELLAS PET 500 ML Y PARA GARRAFÓN DE 5 GALONES.,Adjudicada,"$2,243.16",21/04/2020
Administración Nacional de Acueductos y Alcantarillados (ANDA),Libre gestión 20200086,SUMINISTRO DE REACTIVOS QUÍMICOS PARA EL LABORATORIO DE CALIDAD. SE ADJUNTAN ESPECIFICACIONES TÉCNICAS E INVITACIÓN.,Adjudicada,"$18,222.38",21/04/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Administración Nacional de Acueductos y Alcantarillados (ANDA),Libre gestión 20200090,"SERVICIO DE DISTRIBUCIÓN DE FACTURAS DE AGUA EN ZONAS DE COBERTURA DE ANDA A NIVEL NACIONAL, EN EL MARCO DEL ¿ESTADO DE EMERGENCIA NACIONAL POR LA PANDEMIA COVID-19.",Adjudicada,"$67,800.00",21/04/2020
Fondo Solidario para la Familia Microempresaria (FOSOFAMILIA),Libre gestión 20200006,ARRENDAMIENTO DE LOCAL PARA OFICINA SAN MIGUEL,Adjudicada,"$4,976.52",21/04/2020
Municipalidad de Soyapango,Libre gestión 20200080,COMPRA DE INSUMOS PARA TALLERES LÚDICOS,Adjudicada,"$10,371.00",21/04/2020
Municipalidad de Izalco,Libre gestión 20200329,COMPRA DE MATERIL QUE SERA UTILIZADO EN CONSTRUCCION DE MODULO PARA CONSULTA EN UNIDAD DE SALUD DE IZALCO DENTRO DEL PROYECTO OBRAS SOCIALES,Adjudicada,"$21,855.10",21/04/2020
"Hospital Nacional Psiquiátrico ""Dr. José Molina Martínez"", Soyapango, San Salvador",Libre gestión 20200090,INSUMOS PARA IMPRESORA DE AUTOCLAVE,Adjudicada,$542.40,21/04/2020
Administración Nacional de Acueductos y Alcantarillados (ANDA),Libre gestión 20200094,SUMINISTRO DE HERRAMIENTAS PARA DESMONTAJE Y MONTAJE DE EQUIPOS DE BOMBEO DE LA PLANTA DE LAS PAVAS.,Adjudicada,"$3,064.56",21/04/2020
Administración Nacional de Acueductos y Alcantarillados (ANDA),Libre gestión 20200111,ARRENDAMIENTO DE RETROEXCAVADORA PARA REALIZAR TRABAJOS DE MANTENIMIENTO DE LA RED DE AGUA POTABLE DE LA REGIÓN CENTRAL Y METROPOLITANA.,Adjudicada,"$35,000.00",21/04/2020
Centro Nacional de Tecnología Agropecuaria y Forestal (CENTA),Libre gestión 20200108,2 CALCULADORAS CIENTIFICAS.,Adjudicada,$32.20,21/04/2020
"Hospital Nacional ""Santa Gertrudis"", San Vicente",Libre gestión 20200047,"SERVICIO DE COPROCESAMIENTO DE PRODUCTOS QUIMICOS,(TRATAMIENTO QUIMICO PARA DOS CALDERAS).",Adjudicada,"$1,500.00",21/04/2020
Administración Nacional de Acueductos y Alcantarillados (ANDA),Libre gestión 20200110,"ARRENDAMIENTO DE CAMIONES CISTERNAS PARA LA REGIÓN METROPOLITANA, EN EL MARCO DEL ¿ESTADO DE EMERGENCIA NACIONAL POR LA PANDEMIA COVID-19¿",Adjudicada,"$73,000.00",21/04/2020
Centro Nacional de Tecnología Agropecuaria y Forestal (CENTA),Libre gestión 20200111,2 CAJAS DE GUANTES DE NITRILO TALLA L.,Adjudicada,$19.14,21/04/2020
Municipalidad de Zacatecoluca,Libre gestión 20200030,"LG-30/2020-AMZ SUMINISTRO DE GUANTES DE LATEX PARA ATENDER LA EMERGENCIA DE COVID 19, EN EL MARCO DEL PLAN MUNICIPAL PARA LAS ACCIONES DE PREVENCIÓN Y CONTENCIÓN DE LA PANDEMIA POR COVID-19, FASE I",Adjudicada,"$1,600.00",21/04/2020
Fondo Solidario para la Familia Microempresaria (FOSOFAMILIA),Libre gestión 20200035,SUMINISTRO DE MATERIALES DE OFICINA Y UTILES,Adjudicada,$584.70,21/04/2020
Municipalidad de Zacatecoluca,Libre gestión 20200029,"LG-29/2020-AMZ SUMINISTRO DE ALCOHOL GEL PARA ATENDER LA EMERGENCIA DE COVID 19, EN EL MARCO DEL PLAN MUNICIPAL PARA LAS ACCIONES DE PREVENCIÓN Y CONTENCIÓN DE LA PANDEMIA POR COVID-19, FASE I",Adjudicada,"$3,750.00",21/04/2020
Centro Nacional de Tecnología Agropecuaria y Forestal (CENTA),Libre gestión 20200058,"REPARACION DE 3 IMPRESORAS, NECESARIA VISITA DE CAMPO PARA DIAGNOSTICO DE REPARACION. VER ANEXO.",Adjudicada,$405.00,21/04/2020
,,Monto Total Adjudicado:,,"$47,047,240.53",
Municipalidad de Zacatecoluca,Libre gestión 20200028,"LG-28/2020-AMZ SUMINISTRO DE INSUMOS DE FERRETERIA PARA ATENDER LA EMERGENCIA DE COVID 19, EN EL MARCO DEL PLAN MUNICIPAL PARA LAS ACCIONES DE PREVENCIÓN Y CONTENCIÓN DE LA PANDEMIA POR COVID-19, FASE I,",Adjudicada,"$1,013.10",21/04/2020
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),Libre gestión 20200299,SERVICIOS DE CAPACITACION,Adjudicada,$210.00,21/04/2020
Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL),Libre gestión 20200301,SERVICIOS DE CAPACITACION,Adjudicada,$450.00,21/04/2020
Centro Nacional de Tecnología Agropecuaria y Forestal (CENTA),Libre gestión 20200047,2 FRASCOS DE OXITETRACICLINA LA200 DE 250 ML C/U. VER ANEXO.,Adjudicada,$60.00,21/04/2020
Municipalidad de Zacatecoluca,Libre gestión 20200027,"LG-27/2020-AMZ SUMINISTRO DE ALCOHOL GEL PARA ATENDER LA EMERGENCIA DE COVID 19, EN EL MARCO DEL PLAN MUNICIPAL PARA LAS ACCIONES DE PREVENCIÓN Y CONTENCIÓN DE LA PANDEMIA POR COVID-19, FASE I",Adjudicada,$975.00,21/04/2020
Municipalidad de Zacatecoluca,Libre gestión 20200026,"LG-26/2020-AMZ SUMINISTRO DE ALMUERZOS Y CENAS PARA LOS DIAS 18, 19, 20 Y 21 DE MARZO PARA ATENDER LA EMERGENCIA DE COVID 19, EN EL MARCO DEL PLAN MUNICIPAL PARA LAS ACCIONES DE PREVENCIÓN Y CONTENCIÓN DE LA PANDEMIA POR COVID-19, FASE I,",Adjudicada,$324.00,21/04/2020
Municipalidad de Zacatecoluca,Libre gestión 20200025,"LG-25/2020-AMZ SUMINISTRO DE LEJIA PARA ATENDER LA EMERGENCIA DE COVID 19, EN EL MARCO DEL PLAN MUNICIPAL PARA LAS ACCIONES DE PREVENCIÓN Y CONTENCIÓN DE LA PANDEMIA POR COVID-19, FASE I",Adjudicada,"$2,310.00",21/04/2020
Municipalidad de Zacatecoluca,Libre gestión 20200024,"LG-24/2020-AMZ SUMINISTRO DE TERMONEBULIZADORA INDUSTRIAL PARA ATENDER LA EMERGENCIA DE COVID 19, EN EL MARCO DEL PLAN MUNICIPAL PARA LAS ACCIONES DE PREVENCIÓN Y CONTENCIÓN DE LA PANDEMIA POR COVID-19, FASE I",Adjudicada,"$2,500.00",21/04/2020
Municipalidad de Zacatecoluca,Libre gestión 20200023,"LG-23/2020-AMZ SUMINISTRO DE AFICHES, VOLANTES Y SELLO DE HULE PARA ATENDER LA EMERGENCIA DE COVID 19, EN EL MARCO DEL PLAN MUNICIPAL PARA LAS ACCIONES DE PREVENCIÓN Y CONTENCIÓN DE LA PANDEMIA POR COVID-19, FASE I",Adjudicada,$659.00,21/04/2020
Administración Nacional de Acueductos y Alcantarillados (ANDA),Libre gestión 20200109,"ARRENDAMIENTO DE CAMIONES CISTERNA PARA EL SUMINISTRO DE AGUA POTABLE EN DIFERENTES SECTORES DEL AMSS, AÑO 2020.",Adjudicada,"$72,964.10",21/04/2020
