Institución,Código del proceso/Tipo,Nombre del proceso,Inscripción,Fecha de Convocatoria,Tipo Cotización
Policía Nacional Civil (PNC),20200073  Libre gestión,02	DUCHAS TIPO PLATO CROMADA 04	LAVAMANOS COMPLETOS 02 VASTAGOS ESTANDAR PARA VALVULA DE DUCHA 03	TUBOS PVC DE 4¿ 06	CODOS PVC SIN ROSCA DE 4¿ 04	ADAPTADORES HEMBRA DE PVC DE ¾¿ 05	ROLLOS DE CINTA TEFLON DE ¾¿ X 12¿ 04	TUBOS PVC DE ¾¿ 08	CODOS PVC SIN ROSCA DE ¾¿ 01	GALON DE PEGAMENTO PARA PVC TIPO TANGIT 04	SERVICIOS SANITARIOS COMPLETOS 09	BOLSAS DE CEMENTO GRIS 03	BOLSAS DE PORCELANA COLOR BEIGE DE 2.2 KILOGRAMOS 108	METROS CUADRADOS DE CERAMICA DE 0.43 X 0.43 CENTIMETROS (COLOR A ESCOGER) 01	METRO CUBICO DE ARENA DE RIO 	FECHA LIMITE DE RECEPCION DE OFERTA: 14/04/2020,Vigente,07/04/2020,Presencial
Ministerio de Salud (MINSAL),20200114  Libre gestión,ADQUISICION DE SOFTWARE (LICENCIA DE SISTEMA OPERATIVO)¿ FONDO: GENERAL,No Vigente,07/04/2020,Presencial
Dirección Nacional de Medicamentos (DNM),20200028  Libre gestión,¿ADQUISICION DE INSUMOS VARIOS PARA ACTIVIDADES DE ANALISIS DE LABORATORIO DE INSUMOS MEDICOS DE LA DNM (SEGUNDO PROCESO)¿.,Vigente,07/04/2020,Presencial
Academia Nacional de Seguridad Pública,LG-0206-2020  Libre gestión,SUMINISTROS PARA LIMPIEZA (Departamento de Almacenes),Vigente,07/04/2020,Electrónica
Administración Nacional de Acueductos y Alcantarillados (ANDA),20200104  Libre gestión,SUMINISTRO DE INSUMOS MÉDICOS COMO MEDIDAS DE PREVENCIÓN ANTE EL COVID-19,Vigente,07/04/2020,Presencial
Administración Nacional de Acueductos y Alcantarillados (ANDA),20200103  Libre gestión,"SUMINISTRO DE TUBERÍA GALVANIZADA,VÁLVULA CHECK, CABLE SUMERGIBLE, CONTROL DE NIVEL, MOTOR ELÉCTRICO SUMERGIBLE Y PANEL DE CONTROL, PARA EL MEJORAMIENTO DEL SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE DE JOYA DE VENTURA, EQUIPO 2, SAN JORGE, DEPARTAMENTO DE SAN MIGUEL.EN EL MARCO DE ESTADO DE EMERGENCIA POR EL COVID-19.",Vigente,07/04/2020,Presencial
"Hospital Nacional ""San Juan de Dios"", San Miguel",20200164  Libre gestión,"SAL REFINADA, GRADO INDUSTRIAL S/YODO. Sal especial tipo tabletas, Marca: Supertab, Axal pro, etc. Tipo A (grado alimenticio) o equivalente en otras marcas. Bolsa por 25 kgs",Vigente,07/04/2020,Presencial
Policía Nacional Civil (PNC),20200074  Libre gestión,16	TOMA CORRIENTE DOBLE POLARIZADO DE 20A 16	PLACAS PARA TOMACORRIENTE DOBLE BAQUELITA 12	CAJAS RECTANGULARES PLASTICAS 01	CAJA TERMICA DE 2 CIRCUITOS (DE PRIMERA CALIDAD) 03	DADOS TERMICOS DE 20A 1 POLO (DE PRIMERA CALIDAD) 02	CAJAS TERMICAS DE 4 CIRCUITOS (DE PRIMERA CALIDAD) 01	DADO TERMICO DE 15A 2 POLOS (DE PRIMERA CALIDAD) 01	DADO TERMICO DE 30A 2 POLOS (DE PRIMERA CALIDAD) 01 ROLLO DE 100 METROS DE CABLE TNM 2 X 12 COLOR BLANCO 01	ROLLO DE 50 METROS DE CABLE TNM 3 X 10 COLOR BLANCO 250	GRAPAS PARA CABLE TNM 2 X 12 125	GRAPAS PARA CABLE TNM 3 X 10 100	TORNILLOS GOLOSOS DE 1¿ 75	TORNILLOS GOLOSOS DE 2¿ 50	TORNILLOS AUTORROSCANTE DE 1¿ 20	SCOTCHLOCK COLOR GRIS 20	SCOTCHLOCK COLOR ROJO 07	ROLLO DE CINTA AISLANTE NEGRA(DE PRIMERA CALIDAD) 09	PLACAS CIEGAS RECTANGULARES PLASTICAS 05	PLACA PARA TOMA DE BAQUELITA DE 50 AMPERIOS 	FECHA LIMITE DE RECEPCION DE OFERTA: 14/04/2020,Vigente,07/04/2020,Presencial
Municipalidad de San Miguel,20200017  Libre gestión,"SERVICIO DE TELEFONIA MOVIL E INTERNET, PARA SER UTILIZADAS POR EL CONCEJO MUNICIPAL, JEFATURAS Y EMPLEADOS, DE LA ALCALDIA MUNICIPAL DE SAN MIGUEL, en el periodo comprendido del 01 de mayo de 2020 al 31 de diciembre de 2020.",No Vigente,07/04/2020,Presencial
Policía Nacional Civil (PNC),20200072  Libre gestión,04	PLIEGOS DE FIBROLIT DE 8MM 20	RIOSTRAS DE CONACASTE DE 4 VARAS 50	TORNILLOS DE 3¿ 01	COSTANERA DE CEDRO DE 3 VARAS 04	VIDRIOS NEVADOS DE 1 METRO POR 10 CMS DE ANCHO 40	LOSETAS DE CIELO FALSO TIPO GALAXI 05	OPERADORES PARA VENTANA (SEGÚN IMAGEN DE REFERENCIA) 12	VIDRIOS CLAROS DE 1 METRO POR 10 CMS DE ANCHO 01	PUERTA DE VIDRIO COMPLETA DE 1.85 X 2.12 MTS 01	CORTA VIDRIO UNIVERSAL 01	VIDRIO CLARO DE 1 METRO POR 0.20 CMS 02	SET DE CLIPS PARA MARCO DE VENTANA DE 12 UNIDADES 01	PUERTA DE MADERA COMPLETA DE 0.60 X 2.10 METROS 01	PUERTA DE MADERA COMPLETA DE 0.80 X 2.10 METROS 50	TORNILLOS AUTORROSCANTES DE 2¿ 07	TEE PARA CIELO FALSO 31	CRUCEROS DE ALUMINIO PARA CIELO FALSO 08	ANGULOS DE ALUMINIO PARA CIELO FALSO 75	ANCLAS DE PLASTICO DE ¼ X 2¿ 03	GALONES DE TINTE COLOR CAOBA 15	PLIEGOS DE LIJA PARA MADERA # 220 01	VIDRIO PARA VENTANA DE 0.35 X 0.19 METROS 	FECHA LIMITE DE RECEPCION DE OFERTA: 14/04/2020,Vigente,07/04/2020,Presencial
Administración Nacional de Acueductos y Alcantarillados (ANDA),20200102  Libre gestión,"SUMINISTRO DE BOMBA SUMERGIBLE PARA LA ACTIVACIÓN DEL SISTEMA DE TRATAMIENTO DE LAS AGUAS RESIDUALES EN LA PLANTA EL VATICANO, PUERTO EL TRIUNFO, DEPTO DE USULUTÁN; EN EL MARCO DE ESTADO DE EMERGENCIA POR EL COVID-19.",Vigente,07/04/2020,Presencial
"Hospital Nacional ""Dr. Jorge Arturo Mena"", Santiago de María, Usulután",20200030  Libre gestión,COMPRA DE TRAJES DE PROTECCIÓN COMPUESTO POR UNA VESTIDURA ( TIPO OVEROLL)...,No Vigente,07/04/2020,Presencial
Instituto Salvadoreño de Rehabilitación Integral (ISRI),20200034  Libre gestión,BASUREROS Y HUACALES PLÁSTICOS (ver detalle de lo requerido en archivo adjunto),Vigente,07/04/2020,Presencial
Dirección Nacional de Medicamentos (DNM),20200027  Libre gestión,ADQUISICION DE REACTIVOS Y MEDIOS DE CULTIVO PARA LABORATORIO DE MICROBIOLOGIA DE LA DNM,Vigente,07/04/2020,Presencial
Ministerio de Gobernación (MIGOB),20200057  Libre gestión,ADQUISICIÓN DE TELÉFONOS CELULARES PARA LA DIRECCIÓN DE PARTICIPACIÓN SOCIAL,Vigente,07/04/2020,Presencial
Municipalidad de San Miguel,20200012  Libre gestión,"la contratación directa, mediante ordenes de compra, para la contratación del Servicios de Internet, Servicio de Enlace de Datos, en el periodo comprendido del 01 de mayo de 2020 al 31 de diciembre de 2020",No Vigente,07/04/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200500  Libre gestión,"AZITROMICINA 500MG SOLUCIÓN INYECTABLE FRASCO VIAL. AZITROMICINA 200MG/5ML, POLVO PARA SUSPENSIÓN FCO.",No Vigente,07/04/2020,Presencial
"Hospital Nacional Rosales, San Salvador",20200051  Libre gestión,"R1. CUCHILLAS PARA MICROTOMO, EMPAQUE INDIVIDUAL, ESTERIL DESCARTABLE. VER ANEXO",Vigente,07/04/2020,Presencial
"Hospital Nacional ""San Juan de Dios"", San Miguel",20200165  Libre gestión,"SAL REFINADA, GRADO INDUSTRIAL S/YODO. Sal especial tipo tabletas, Marca: Supertab, Axal pro, etc. Tipo A (grado alimenticio) o equivalente en otras marcas. Bolsa por 25 kgs",Vigente,07/04/2020,Presencial
Municipalidad de San Miguel,20200015  Libre gestión,"LA ADQUISICION DE AGUA EN GARRAFONES PARA EL CONSUMO DE LOS EMPLEADOS DE ESTA ALCALDIA MUNICIPAL, de conformidad a la proyección de agua, en el periodo comprendido del 01 de mayo de 2020 al 31 de diciembre de 2020.",No Vigente,07/04/2020,Presencial
Banco de Fomento Agropecuario (BFA),20200184  Libre gestión,ADQUISICIÓN DE INSUMOS PARA CLINICA EMPRESARIAL Y CENTROS DE SERVICIO,No Vigente,06/04/2020,Presencial
"Hospital Nacional Psiquiátrico ""Dr. José Molina Martínez"", Soyapango, San Salvador",20200087  Libre gestión,MASCARILLAS Y TERMOMETROS,No Vigente,06/04/2020,Presencial
Administración Nacional de Acueductos y Alcantarillados (ANDA),20200101  Libre gestión,MANTENIMIENTO PREVENTIVO Y/O CORRECTIVO DE EUIPO DE LA UNIDAD DE LABORATORIO.,Vigente,06/04/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200499  Libre gestión,"ENOXAPARINA SODICA 20 mg (2,000 UI ANTIFACTOR XA) VER MAS DETALLES EN ARCHIVO ADJUNTO",No Vigente,06/04/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200497  Libre gestión,TOALLITAS PARA LIMPIEZA Y DESINFECCION DE SUPERFICIES (VER MAS DETALLES EN ARCHIVO ADJUNTO),No Vigente,06/04/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200496  Libre gestión,"MASCARILLAS N95,TRAJES OVEROL DESECHABLES(VER MAS DETALLES EN ARCHIVO ADJUNTO.",No Vigente,06/04/2020,Presencial
Policía Nacional Civil (PNC),20200071  Libre gestión,"SERVICIOS PROFESIONALES DE AUDITORIA FISCAL, EJERCICIO FISCAL 2020, PARA EL FONDO DE ACTIVIDADES ESPECIALES, SEGÚN REQUISITOS REQUERIDOS",Vigente,06/04/2020,Presencial
Ministerio de Salud (MINSAL),20200112  Libre gestión,ADQUISICION DE SUMINISTRO DE LIMPIEZA¿ FONDO: DONACIONES PROYECTO FONDO GLOBAL COMPONENTE DE TUBERCULOSIS R9/NMF/F2,No Vigente,06/04/2020,Presencial
"Hospital Nacional ""San Juan de Dios"", San Miguel",20200158  Libre gestión,COMPRA DE INSUMOS MÉDICOS REQUERIDOS PARA EL USO EN LOS DIFERENTES SERVICIOS. (VER ARCHIVO ADJUNTO),No Vigente,06/04/2020,Presencial
"Hospital Nacional de Santa Rosa de Lima, La Unión",20200030  Libre gestión,INSUMOS MEDICOS,No Vigente,06/04/2020,Presencial
"Hospital Nacional ""Dr. Jorge Mazzini Villacorta"", Sonsonate",20200066  Libre gestión,PROTECTOR TRANSPARENT3E PARA INSUFLAR EN RCP,No Vigente,06/04/2020,Presencial
Ministerio de Salud (MINSAL),20200111  Libre gestión,SCLG.95-2020 SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE CALIBRACION DE EQUIPOS DE LABORATORIO Y CALIFICACIÓN PARA CROMATOGRAFO,No Vigente,06/04/2020,Presencial
Banco de Fomento Agropecuario (BFA),20200180  Libre gestión,Se requiere la adquisición de impresores financieros,Vigente,06/04/2020,Presencial
"Hospital Nacional ""Monseñor Oscar Arnulfo Romero y Galdámez"", Ciudad Barrios, San Miguel",20200018  Libre gestión,ADQUISICIÓN DE BOLSAS PLÁSTICAS PARA CADÁVER,No Vigente,06/04/2020,Presencial
Ministerio de la Defensa Nacional (MDN),20200075  Libre gestión,COMPRA DE REPUESTOS LOS CUALES SERÁN UTILIZADOS PARA LA REPARACIÓN DE BOMBA DE COMBUSTIBLE DEL BAL,No Vigente,06/04/2020,Presencial
Policía Nacional Civil (PNC),20200070  Libre gestión,1	TRAJE DE GALA FEMENINO COMPLETO (CONFECCIONADO A LA MEDIDA) 	FECHA LIMITE DE RECEPCION DE OFERTA: 03/04/2020 HASTA LAS 3:30 PM,No Vigente,06/04/2020,Presencial
"Hospital Nacional ""San Juan de Dios"", San Miguel",20200157  Libre gestión,RODOS GIRATORIOS DE 200 MM,No Vigente,06/04/2020,Presencial
"Hospital Nacional ""Dr. Jorge Mazzini Villacorta"", Sonsonate",20200067  Libre gestión,MATERIAL PARA INSTALAR LAVAMANOS,No Vigente,06/04/2020,Presencial
"Hospital Nacional ""Dr. Jorge Mazzini Villacorta"", Sonsonate",20200064  Libre gestión,IMPRESIÓN DE LIBRO CIE-10 EDICION DE 2018,No Vigente,06/04/2020,Presencial
"Hospital Nacional ""San Juan de Dios"", San Miguel",20200159  Libre gestión,COMPRA DE INSUMOS MÉDICOS REQUERIDOS PARA EL USO EN LOS DIFERENTES SERVICIOS HOSPITALARIOS. (VER ARCHIVO ADJUNTO),No Vigente,06/04/2020,Presencial
Municipalidad de El Rosario(Morazan),20200004  Libre gestión,"municipalidad de el Rosario, Morazan por caso de emergencia nacional y mundial sobre pandemia de Covid19solicita a empresas o proveedores ofertas para compras de insumos para medidas de sanitizacion según documento anexo a esta publicación.",No Vigente,06/04/2020,Presencial
"Hospital Nacional ""Dr. Jorge Mazzini Villacorta"", Sonsonate",20200065  Libre gestión,CARNET DE IDENTIFICACION,No Vigente,06/04/2020,Presencial
"Hospital Nacional de Neumología y Medicina Familiar, ""Dr. José Antonio Saldaña"", San Salvador",20200073  Libre gestión,1- LISTADO DE MATERIALES PARA LIMPIEZA SOLIC. 64,Vigente,06/04/2020,Presencial
"Hospital Nacional ""Monseñor Oscar Arnulfo Romero y Galdámez"", Ciudad Barrios, San Miguel",20200019  Libre gestión,ADQUISICIÓN DE PAPEL TOALLA NORMAL,Vigente,06/04/2020,Presencial
Instituto Salvadoreño de Rehabilitación Integral (ISRI),20200033  Libre gestión,"GUANTE DESCARTABLE DE LATEX, AMBIDIESTRO, NO ESTERIL, CON POLVO, TALLA M PRESENTACION CAJA DE 100 UNIDADES.-3ERA CONVOCATORIA",Vigente,06/04/2020,Presencial
"Hospital Nacional de Santa Rosa de Lima, La Unión",20200029  Libre gestión,MATERIALES ELECTRICOS,Vigente,06/04/2020,Presencial
"Hospital Nacional ""Dr. Jorge Arturo Mena"", Santiago de María, Usulután",20200029  Libre gestión,ADQUISICIÓN DE MANOMETRO DE ROSCA DE 0 - 50 PSI ( PARA OXIGENO ).,No Vigente,06/04/2020,Presencial
Oficina de Planificación del área metropolitana de San Salvador (OPAMSS),20200062  Libre gestión,Compra de Viveres (Fase II),No Vigente,06/04/2020,Presencial
"Hospital Nacional ""San Rafael"", Santa Tecla, La Libertad",20200067  Libre gestión,S/Cotización 95/2020 - Telas y ropa confeccionada para uso Hospitalario,No Vigente,06/04/2020,Presencial
Banco de Fomento Agropecuario (BFA),20200183  Libre gestión,"ADQUISICIÓN DE 2,000 MASCARILLAS DE TELA REUTILIZABLES",No Vigente,06/04/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200498  Libre gestión,"GAFA DE POLICARBONATO, TRASPARENTE, PROTECTOR (VER MAS DETALLES EN ARCHIVO ADJUNTO)",No Vigente,06/04/2020,Presencial
"Hospital Nacional de Neumología y Medicina Familiar, ""Dr. José Antonio Saldaña"", San Salvador",20200072  Libre gestión,"3100 GL DE HIPOCLORITO DE SODIO , 125 DETERGENTE DESINCRUSTANTE, 7 SOLUCIÓN,A BASE DE AMONIO SOLIC. 066",Vigente,06/04/2020,Presencial
Municipalidad de Alegría,20200005  Libre gestión,ADQUISICION DE VIVERES.,No Vigente,05/04/2020,Presencial
Universidad de El Salvador (UES),CD 06/2020  Contratación directa,"CONTRATACIÓN DIRECTA CON DECLARATORIA DE EMERGENCIA N° 06/2020 referente a la ¿ADQUISICION DE EQUIPOS, REACTIVOS Y CONSUMIBLES DE VIROLOGÍA PARA EL LABORATORIO DE BIOLOGÍA MOLECULAR, GENETICA Y GENOMICA PARA EL MANEJO INTEGRAL DE EMERGENCIA POR COVID-19, PARA LA UNIVERSIDAD DE EL SALVADOR""",No Vigente,05/04/2020,Presencial
Academia Nacional de Seguridad Pública,LG-0205-2020  Libre gestión,SUMINISTRO E INSTALACIÓN DE CORTINAS (Departamento de Mantenimiento),Vigente,05/04/2020,Electrónica
Universidad de El Salvador (UES),CD 05/2020  Contratación directa,CONTRATACIÓN DIRECTA CON DECLARATORIA DE EMERGENCIA N° 05/2020 referente a la ¿ADQUISICIÓN DE MATERIAL Y EQUIPO DE LABORATORIO PARA LA UNIVERSIDAD DE EL SALVADOR¿,No Vigente,04/04/2020,Presencial
"Hospital Nacional ""San Pedro"", Usulután",20200058  Libre gestión,SUMINISTRO DE MANOMETRO PARA TAMBO DE OXIGEN,No Vigente,03/04/2020,Presencial
"Hospital Nacional Rosales, San Salvador",20200049  Libre gestión,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS DE AUDIO Y VIDEO ( VER ANEXO),No Vigente,03/04/2020,Presencial
"Hospital Nacional ""San Juan de Dios"", Santa Ana",20200030  Libre gestión,PRESTACION DE SERVICIOS DE LIMPIEZA EN TODA AREA DEL HOSPITAL,No Vigente,03/04/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200492  Libre gestión,ELETRODOS DE MONITOREO CARDIORESPIRATORIO TAMAÑO NEONATAL Y OTROS,No Vigente,03/04/2020,Presencial
Centro Farmacéutico de la Fuerza Armada (CEFAFA),20200081  Libre gestión,ADQUISICIÓN DE UNA PRÓTESIS TOTAL DE RODILLA DERECHA CON SUS COMPLEMENTOS,Vigente,03/04/2020,Presencial
Banco de Fomento Agropecuario (BFA),20200182  Libre gestión,"ADQUISICIÓN DE 313 LENTES PROTECTORES TRANSPARENTES, PARA USO DEL PERSONAL DE CENTROS DE SERVICIO.",No Vigente,03/04/2020,Presencial
Municipalidad de San Salvador,20200771  Libre gestión,"TERCERA CONVOCATORIA filtros para Camiones INTERNACIONAL, favor enviar su cotización con atención al Lic. José Armando Bruni, Gerente de UACI, al correo mrcampos@sansalvador.gob.sv, precios con dos decimales e IVA incluido.",Vigente,03/04/2020,Presencial
Municipalidad de San Salvador,20200770  Libre gestión,"TERCERA CONVOCATORIA filtros para Camiones INTERNACIONAL DE VOLTEO, favor enviar su cotización con atención al Lic. José Armando Bruni, Gerente de UACI, al correo mrcampos@sansalvador.gob.sv, precios con dos decimales e IVA incluido.",Vigente,03/04/2020,Presencial
Municipalidad de San Salvador,20200767  Libre gestión,"TERCERA CONVOCATORIA filtros para Pick Up, favor enviar su cotización con atención al Lic. José Armando Bruni, Gerente de UACI, al correo mrcampos@sansalvador.gob.sv, precios con dos decimales e IVA incluido.",Vigente,03/04/2020,Presencial
Municipalidad de San Salvador,20200764  Libre gestión,"TERCERA CONVOCATORIA Cinturon abdominal, esponja de 15x10, etc. favor enviar su cotización con atención al Lic. José Armando Bruni, Gerente de UACI, al correo mrcampos@sansalvador.gob.sv, precios con dos decimales e IVA incluido.",Vigente,03/04/2020,Presencial
Superintendencia del Sistema Financiero,20200092  Libre gestión,"PUBLICACIÓN DE CUADERNILLO ""SUPLEMENTO DE TASAS, COMISIONES Y RECARGOS"" CORRESPONDIENTE AL MES DE ABRIL DE 2020",No Vigente,03/04/2020,Presencial
Municipalidad de San Salvador,20200744  Libre gestión,"CUARTA CONVOCATORIA Suministro de Fin carrera plastica varilla, canaleta lina ranurada, cincho plastico, etc. favor enviar su cotización con atención al Lic. José Armando Bruni, Gerente de UACI, al correo mrcampos@sansalvador.gob.sv, precios con dos decimales e IVA incluido.",Vigente,03/04/2020,Presencial
Municipalidad de Ilopango,20200209  Libre gestión,6934 LIBRAS DE AZUCAR,No Vigente,03/04/2020,Presencial
Ministerio de Salud (MINSAL),DR-CAFTA LA No. 17/2020 GENERAL-MINSAL  Licitación/Concurso,"SERVICIO MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA MOTOCICLETAS DE LAS REGIONES: OCCIDENTAL, METROPOLITANA, PARACENTRAL Y ORIENTAL con fuente de financiamiento: FONDO GENERAL",Vigente,03/04/2020,Presencial
"Hospital Nacional de Nueva Concepción, Chalatenango",20200031  Libre gestión,COMPRA DE TERMÓMETROS LASER PARA EL HOSPITAL NACIONAL DE NUEVA CONCEPCIÓN.,No Vigente,03/04/2020,Presencial
Instituto Salvadoreño del Seguro Social (ISSS),20200099  Libre gestión,"ADQUISICIÓN DE CÁMARAS FOTOGRÁFICAS DE TIPO PROFESIONAL CON SUS ACCESORIOS INCLUIDOS (LENTES, FLASH Y TARJETA SD) PARA DEPARTAMENTO DE COMUNICACIONES DEL ISSS",Vigente,03/04/2020,Presencial
Municipalidad de San Salvador,20200760  Libre gestión,"TERCERA CONVOCATORIA Focos de cortesia de lagrima, foco para vias grande y pequeño, etc. favor enviar su cotización con atención al Lic. José Armando Bruni, Gerente de UACI, al correo mrcampos@sansalvador.gob.sv, precios con dos decimales e IVA incluido.",Vigente,03/04/2020,Presencial
Corte de Cuentas de la República (CCR),20200076  Libre gestión,"ADQUISICIÓN DE LÁMPARA INFRARROJA PARA USO FISIOTERAPÉUTICO, PARA LA CORTE DE CUENTAS DE LA REPÚBLICA.",Vigente,03/04/2020,Presencial
Municipalidad de San Salvador,20200757  Libre gestión,"CUARTA CONVOCATORIA Pieza regla pacha, pieza de tabla de pino, piezas de tabloncillo etc. favor enviar su cotización con atención al Lic. José Armando Bruni, Gerente de UACI, al correo mrcampos@sansalvador.gob.sv, precios con dos decimales e IVA incluido.",Vigente,03/04/2020,Presencial
"Hospital Nacional ""San Rafael"", Santa Tecla, La Libertad",20200065  Libre gestión,S/Cotización 87/2020 - Impresos,No Vigente,03/04/2020,Presencial
Municipalidad de San Salvador,20200756  Libre gestión,"TERCERA CONVOCATORIA Galones de pintura de varias colores etc. favor enviar su cotización con atención al Lic. José Armando Bruni, Gerente de UACI, al correo mrcampos@sansalvador.gob.sv, precios con dos decimales e IVA incluido.",Vigente,03/04/2020,Presencial
Municipalidad de San Salvador,20200753  Libre gestión,"TERCERA CONVOCATORIA Clavos de acerp de 1 1/2 y de 1¨ y de otras medidas, chorro cromado etc.. favor enviar su cotización con atención al Lic. José Armando Bruni, Gerente de UACI, al correo mrcampos@sansalvador.gob.sv, precios con dos decimales e IVA incluido.",Vigente,03/04/2020,Presencial
Municipalidad de San Salvador,20200751  Libre gestión,"TERCERA CONVOCATORIA Tapon hembra de 1/2 pvc rosca y liso, tee pvc lisas de 3/4 etc,, favor enviar su cotización con atención al Lic. José Armando Bruni, Gerente de UACI, al correo mrcampos@sansalvador.gob.sv, precios con dos decimales e IVA incluido.",Vigente,03/04/2020,Presencial
Municipalidad de Ilopango,20200214  Libre gestión,"6,934 ROLLOS DE PAPEL HIGIENICO CORRIENTE",No Vigente,03/04/2020,Presencial
"Hospital Nacional ""Dr. Jorge Mazzini Villacorta"", Sonsonate",20200063  Libre gestión,BOLSA PLASTICA DE VINILO NEGRA Y CORTINAS PLASTICAS,No Vigente,03/04/2020,Presencial
Tribunal Supremo Electoral (TSE),20200077  Libre gestión,SUMINISTRO RESPIRADOR DESECHABLE,No Vigente,03/04/2020,Presencial
Ministerio de Salud (MINSAL),DR-CAFTA LA-ADA-UE-CA 12/2020 GRAL-MINSA  Licitación/Concurso,CONTRATACION DE SERVICIO DE LIMPIEZA PRIVADA PARA DEPENDENCIAS DEL NIVEL SUPERIOR Y REGIONES DE SALUD FUENTE DE FINANCIAMIENTO: FONDO GENERAL,Vigente,03/04/2020,Presencial
"Hospital Nacional ""Monseñor Oscar Arnulfo Romero y Galdámez"", Ciudad Barrios, San Miguel",20200017  Libre gestión,ADQUISICIÓN DE PRODUCTOS QUÍMICOS PARA TRATAMIENTO DE AGUA PARA CALDERAS Y CONSUMO HUMANO,No Vigente,03/04/2020,Presencial
"Hospital Nacional de Niños ""Benjamín Bloom"", San Salvador",20200493  Libre gestión,ADHESIVO QUIRURGICO DE PAPEL MICROPOROSO 2 X 10 YARDAS,No Vigente,03/04/2020,Presencial
"Hospital Nacional de Chalchuapa, Santa Ana",20200027  Libre gestión,LG-32-2020 SUMINISTRO DE MATERIALES DE CONSTRUCCIÓN,No Vigente,03/04/2020,Presencial
Municipalidad de San Salvador,20200769  Libre gestión,"TERCERA CONVOCATORIA filtros para Pick Up, Camiones, favor enviar su cotización con atención al Lic. José Armando Bruni, Gerente de UACI, al correo mrcampos@sansalvador.gob.sv, precios con dos decimales e IVA incluido.",Vigente,03/04/2020,Presencial
Municipalidad de San Salvador,20200766  Libre gestión,"TERCERA CONVOCATORIA filtros para Mini cargador caterpillar, favor enviar su cotización con atención al Lic. José Armando Bruni, Gerente de UACI, al correo mrcampos@sansalvador.gob.sv, precios con dos decimales e IVA incluido.",Vigente,03/04/2020,Presencial
Defensoría del Consumidor,20200049  Libre gestión,"30,000 UNIDADES DE MASCARILLAS TIPO QUIRÚRGICAS CON ELASTICO A LA OREJA.",Vigente,03/04/2020,Presencial
Centro Farmacéutico de la Fuerza Armada (CEFAFA),20200082  Libre gestión,"ADQUISICIÓN DE LOS CODIGOS DESIERTOS Y NO ADJUDICADOS DEL PROCESO DE LICITACIÓN PÚBLICA N° 01/2020/REAC-LAB-CLINIC/COSAM denominada ¿SUMINISTRO DE MATERIAL Y REACTIVOS MANUALES Y AUTOMATIZADOS DE LABORATORIO CLÍNICO, PARA COSAM AÑO 2020",Vigente,03/04/2020,Presencial
